Country Name,Country Code,Series,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Comoros,COM,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,..,..,..,86.71476,82.7174,..,..,84.18473,..,..
Comoros,COM,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,..,..,20.93951,22.41394,..,..,24.01441,..,..
Comoros,COM,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,..,..,18.5855,19.19689,..,..,19.93266,..,..
Comoros,COM,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,..,..,..,76.17064,69.4094,..,..,63.69215,..,..
Comoros,COM,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,..,..,..,74.04229,69.17541,..,..,63.87897,..,..
Comoros,COM,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,..,..,..,78.22612,69.63528,..,..,63.51192,..,..
Comoros,COM,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,..,..,56.76853,..,..,..,..,..,..,..
Comoros,COM,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,216443,..,..,..,..,..,..,..
Comoros,COM,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,..,122871,..,..,..,..,..,..,..
Comoros,COM,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,..,..,..,44.43244,41.98414,..,..,42.37623,..,..
Comoros,COM,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,..,..,..,46.50971,44.51009,..,..,44.56242,..,..
Comoros,COM,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,..,..,..,42.42397,39.54183,..,..,40.26131,..,..
Comoros,COM,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,..,93571,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,..,..,75.89108,..,..,..,74.92538,..,..,..
"Congo, Dem. Rep.",COD,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,9159899,..,..,..,9554154,..,..,..
"Congo, Dem. Rep.",COD,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,..,6951546,..,..,..,7158486,..,..,..
"Congo, Dem. Rep.",COD,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,..,2208353,..,..,..,2395668,..,..,..
"Congo, Rep.",COG,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,84.61883,..,93.13751,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,87.85323,..,85.49686,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,86.245,..,89.29422,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,71.67509,..,70.19128,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,71.86983,..,71.40631,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,71.48241,..,68.98944,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,..,66.83087,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,533636,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,356634,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,177003,..,..,..,..,..,..,..,..
Cook Islands,COK,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,..,..,..,..,..,..,..,..,..,..
Cook Islands,COK,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,..,..,..,..,..,..,..,..,..,..
Cook Islands,COK,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,..,56.25668,65.73661,54.0163,55.91787,69.06832,61.73913,..,..,..
Cook Islands,COK,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,..,..,..,..,..,..,..,..,..,..
Cook Islands,COK,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,67.19457,66.66667,57.14286,60.51282,76.90289,65.80311,..,..,..
Cook Islands,COK,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,46.4503,64.90486,51.21413,51.82648,62.0283,57.99523,..,..,..
Cook Islands,COK,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,..,..,..,..,..,..,..,..,..,..
Cook Islands,COK,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,..,..,..,..,..,..,..,..,..,..
Cook Islands,COK,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,..,..,..,..,..,..,..,..,..,..
Cook Islands,COK,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,..,..,..,..,..,..,..,..,..,..
Cook Islands,COK,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..,..,..,..,..,..
Cook Islands,COK,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,..,..,..,..,..,..,..,..,..
Cook Islands,COK,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,..,..,..,..,..,..,..,..,..,..
Cook Islands,COK,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,..,..,..,..,..,..,..,..,..,..
Cook Islands,COK,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,..,..,..,..,..,..,..,..,..,..
Cook Islands,COK,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,..,..,..,..,..,..,..,..,..
Costa Rica,CRI,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,..,..,..,99.11983,97.21948,97.73134,98.41674,96.52241,..,..
Costa Rica,CRI,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,..,..,..,98.68862,97.21237,97.90027,98.32021,96.57883,..,..
Costa Rica,CRI,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,..,40.21127,39.1222,41.11783,41.29,46.57681,50.68556,52.6731,49.38651,..
Costa Rica,CRI,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,..,99.43417,99.46534,98.89928,97.21585,97.81775,98.36736,96.55127,97.40817,..
Costa Rica,CRI,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,44.69794,43.60747,46.20886,45.85811,51.40989,55.90951,58.02105,54.16341,..
Costa Rica,CRI,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,35.91184,34.82538,36.24287,36.91762,41.95217,45.68709,47.55703,44.81839,..
Costa Rica,CRI,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,..,96.82167,95.03038,93.99653,92.63506,91.41857,91.01787,..,..,..
Costa Rica,CRI,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,..,97.84016,95.82863,95.15671,92.32671,91.09253,90.99762,..,..,..
Costa Rica,CRI,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,..,95.84899,94.26811,92.88882,92.92943,91.72979,91.03721,..,..,..
Costa Rica,CRI,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,..,48.3872,..,..,..,..,..,..,..,..
Costa Rica,CRI,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,90592,..,..,..,..,..,..,..,..
Costa Rica,CRI,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,43835,..,..,..,..,..,..,..,..
Costa Rica,CRI,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,..,73.71046,74.43928,76.13306,75.62359,77.33016,79.25452,80.51596,77.83283,..
Costa Rica,CRI,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,..,75.70798,76.49955,78.30793,77.76159,78.77905,80.56302,82.63784,80.15732,..
Costa Rica,CRI,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,..,71.79909,72.46843,74.05311,73.57948,75.9452,78.00394,78.48846,75.61208,..
Costa Rica,CRI,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,46757,..,..,..,..,..,..,..,..
Cote d'Ivoire,CIV,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,..,..,..,65.35666,68.26229,72.05407,82.34393,84.7071,89.7329,..
Cote d'Ivoire,CIV,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,..,..,..,71.18993,77.43688,81.39806,91.43801,92.48502,97.6224,..
Cote d'Ivoire,CIV,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,..,..,..,..,..,12.07107,13.42673,12.8611,14.77755,..
Cote d'Ivoire,CIV,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,..,..,..,68.27574,72.85662,76.73595,86.90249,88.60837,93.69235,..
Cote d'Ivoire,CIV,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,..,..,..,..,10.0821,11.14993,10.69249,12.41986,..
Cote d'Ivoire,CIV,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,..,..,..,..,14.07564,15.71986,15.04301,17.14604,..
Cote d'Ivoire,CIV,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,..,..,..,53.31199,56.7869,63.42585,81.21149,81.67464,..,..
Cote d'Ivoire,CIV,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,..,..,..,51.48486,55.16894,60.90503,77.35636,78.13877,..,..
Cote d'Ivoire,CIV,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,..,..,..,55.12765,58.39667,65.93628,85.05283,85.1964,..,..
Cote d'Ivoire,CIV,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,..,..,57.56087,..,54.93246,..,..,..,..,..
Cote d'Ivoire,CIV,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,7117809,..,7212582,..,..,..,..,..
Cote d'Ivoire,CIV,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,..,4097073,..,3962049,..,..,..,..,..
Cote d'Ivoire,CIV,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,..,..,..,..,30.63746,..,37.02209,39.0423,40.86621,..
Cote d'Ivoire,CIV,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,..,..,..,..,25.30024,..,31.56983,33.98956,36.42076,..
Cote d'Ivoire,CIV,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,..,..,..,..,36.00189,..,42.48333,44.09543,45.30522,..
Cote d'Ivoire,CIV,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,..,3020736,..,3250533,..,..,..,..,..
Croatia,HRV,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,95.88539,98.14661,..,..,..,..,..,..,..,..
Croatia,HRV,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,93.68751,95.86005,..,..,..,..,..,..,..,..
Croatia,HRV,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,..,..,..,90.85875,88.78463,86.63665,84.5457,..,..,..
Croatia,HRV,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,94.75687,96.97216,98.57631,98.27228,98.40374,98.49112,97.85166,..,..,..
Croatia,HRV,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,..,..,93.439,91.08504,89.40202,87.15047,..,..,..
Croatia,HRV,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,..,..,88.39906,86.59259,84.0038,82.06947,..,..,..
Croatia,HRV,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,90.15416,95.0828,97.79894,97.35636,95.60644,93.14252,93.32174,..,..,..
Croatia,HRV,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,90.40092,95.35768,97.56435,98.6413,95.44301,93.71953,94.29217,..,..,..
Croatia,HRV,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,89.92069,94.82277,98.02086,96.141,95.761,92.59699,92.40427,..,..,..
Croatia,HRV,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,..,79.87575,..,..,..,..,..,..,..,..
Croatia,HRV,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,31921,..,..,..,..,..,..,..,..
Croatia,HRV,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,25498,..,..,..,..,..,..,..,..
Croatia,HRV,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,97.97483,97.93099,97.93901,97.31676,98.00806,97.65534,98.03186,..,..,..
Croatia,HRV,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,98.86694,99.2507,99.22405,98.383,99.22451,99.21413,99.41553,..,..,..
Croatia,HRV,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,97.12681,96.67694,96.7183,96.30429,96.85383,96.17797,96.72216,..,..,..
Croatia,HRV,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,6424,..,..,..,..,..,..,..,..
Cuba,CUB,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,98.79176,98.49063,97.93168,97.86033,95.17437,93.97633,94.44392,95.5269,97.65977,..
Cuba,CUB,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,99.51633,98.97678,98.05734,98.10124,94.97158,94.18593,94.6186,95.83498,98.01896,..
Cuba,CUB,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,81.62047,80.21249,75.54837,78.39078,75.4113,71.00718,71.73814,73.6041,74.46239,..
Cuba,CUB,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,99.16357,98.74034,97.99625,97.98416,95.07011,94.08411,94.53374,95.68529,97.84442,..
Cuba,CUB,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,83.48898,82.43729,78.47729,80.46585,79.20087,75.38243,75.62301,79.23698,79.63784,..
Cuba,CUB,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,79.88484,78.14598,72.81358,76.44,71.82721,66.85205,68.04478,68.25671,69.56016,..
Cuba,CUB,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,99.84586,97.34565,94.32368,89.96875,90.48957,99.37959,99.83026,99.75915,..,..
Cuba,CUB,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,99.69842,96.8186,94.33944,90.04211,90.24324,98.75919,99.6507,100,..,..
Cuba,CUB,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,99.98538,97.84492,94.30875,89.89928,90.72258,99.96598,100,99.53162,..,..
Cuba,CUB,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,..,..,40.70731,..,..,..,..,..,..,..
Cuba,CUB,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,23359,..,..,..,..,..,..,..
Cuba,CUB,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,..,9509,..,..,..,..,..,..,..
Cuba,CUB,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,91.30895,92.06422,93.45533,94.21758,93.80064,93.7917,94.74182,93.76456,91.19586,..
Cuba,CUB,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,92.32758,92.65717,93.9722,94.98929,94.4476,94.88154,96.50016,95.03378,92.43667,..
Cuba,CUB,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,90.35128,91.50412,92.965,93.4845,93.18654,92.75898,93.07832,92.56532,90.02413,..
Cuba,CUB,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,..,13850,..,..,..,..,..,..,..
Curacao,CUW,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,..,..,98.3456,97.93305,97.79261,98.15911,..,..,..,..
Cyprus,CYP,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,..,..,98.01603,97.08024,96.5197,97.51492,..,..,..,..
Cyprus,CYP,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,..,..,..,87.51205,89.9038,90.82434,..,..,..,..
Cyprus,CYP,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,99.2851,99.28009,98.17635,97.49437,97.13529,97.82834,..,..,..,..
Cyprus,CYP,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,..,..,88.73231,91.38856,91.91953,..,..,..,..
Cyprus,CYP,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,..,..,86.35215,88.48629,89.75153,..,..,..,..
Cyprus,CYP,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,94.73073,96.44784,96.06027,95.47098,93.93673,92.55476,..,..,..,..
Cyprus,CYP,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,96.48073,97.53966,97.6723,97.06732,95.02056,92.99527,..,..,..,..
Cyprus,CYP,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,93.08403,95.40356,94.51726,94.00612,92.93271,92.13135,..,..,..,..
Cyprus,CYP,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,..,72.85902,..,..,..,..,..,..,..,..
Cyprus,CYP,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,12082,..,..,..,..,..,..,..,..
Cyprus,CYP,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,8803,..,..,..,..,..,..,..,..
Cyprus,CYP,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,93.43695,92.51603,95.27265,95.85024,96.37555,95.32878,..,..,..,..
Cyprus,CYP,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,93.70043,93.24449,96.45812,96.64386,96.92014,95.70835,..,..,..,..
Cyprus,CYP,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,93.18679,91.82114,94.12736,95.09602,95.85273,94.97039,..,..,..,..
Cyprus,CYP,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,3279,..,..,..,..,..,..,..,..
Czech Republic,CZE,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,..,89.15596,89.69973,89.33868,89.49493,..,..,..,..,..
Czech Republic,CZE,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,..,86.92786,86.89051,86.6735,86.82483,..,..,..,..,..
Czech Republic,CZE,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,..,..,..,75.17547,77.10319,80.33338,83.13907,83.1584,..,..
Czech Republic,CZE,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,88.90553,88.01214,88.25749,87.97057,88.12456,88.69953,88.80417,89.35757,..,..
Czech Republic,CZE,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,..,..,76.99184,79.06082,82.45994,85.18669,85.01234,..,..
Czech Republic,CZE,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,..,..,73.44956,75.24538,78.31742,81.19929,81.40008,..,..
Czech Republic,CZE,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,..,..,..,..,..,..,..,..,..,..
Czech Republic,CZE,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,..,..,..,..,..,..,..,..,..,..
Czech Republic,CZE,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,..,..,..,..,..,..,..,..,..,..
Czech Republic,CZE,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,..,..,..,..,..,..,..,..,..,..
Czech Republic,CZE,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..,..,..,..,..,..
Czech Republic,CZE,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,..,..,..,..,..,..,..,..,..
Czech Republic,CZE,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,..,..,..,85.16907,84.97008,84.9424,84.59827,83.92445,..,..
Czech Republic,CZE,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,..,..,..,86.92372,86.78228,86.6579,86.51095,85.81989,..,..
Czech Republic,CZE,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,..,..,..,83.50965,83.25413,83.31589,82.78349,82.12463,..,..
Czech Republic,CZE,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,..,..,..,..,..,..,..,..,..
Denmark,DNK,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,97.35466,98.3422,98.75794,99.0475,98.73444,98.95893,..,..,..,..
Denmark,DNK,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,95.23823,97.18788,97.73931,98.26258,98.00041,98.43084,..,..,..,..
Denmark,DNK,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,..,..,..,65.78084,64.74634,63.97016,63.93706,65.37286,..,..
Denmark,DNK,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,96.27071,97.75173,98.23712,98.64626,98.35909,98.68864,99.0209,98.86326,..,..
Denmark,DNK,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,..,..,68.44664,67.86545,67.00759,67.50376,68.6774,..,..
Denmark,DNK,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,..,..,63.25622,61.80374,61.11649,60.59486,62.26211,..,..
